Origem;Origem_Descr;Destino;Destino_Descr;Carga Geral 2015 Otimista;Carga Geral 2015 Médio;Carga Geral 2015 Pessimista;Carga Geral 2020 Otimista;Carga Geral 2020 Médio;Carga Geral 2020 Pessimista;Carga Geral 2025 Otimista;Carga Geral 2025 Médio;Carga Geral 2025 Pessimista;Carga Geral 2030 Otimista;Carga Geral 2030 Médio;Carga Geral 2030 Pessimista;Carga Geral 2035 Otimista;Carga Geral 2035 Médio;Carga Geral 2035 Pessimista
183;JANAÚBA;169;CONSELHEIRO LAFAIETE;395.15;386.90;377.66;479.15;445.38;411.01;569.92;503.44;442.27;667.42;561.16;471.15;772.58;617.95;498.23
183;JANAÚBA;170;CURVELO;228.99;223.72;217.63;273.62;252.67;229.97;322.03;281.76;241.29;374.67;310.96;251.61;432.17;340.47;260.97
183;JANAÚBA;171;DIAMANTINA;91.87;89.88;87.49;109.61;101.63;92.68;128.88;113.43;97.46;149.79;125.28;101.76;172.57;137.20;105.66
183;JANAÚBA;172;DIVINÓPOLIS;1065.26;1040.05;1009.80;1281.28;1180.58;1069.65;1515.42;1321.32;1125.94;1769.29;1461.51;1178.17;2045.32;1602.16;1226.77
183;JANAÚBA;173;FORMIGA;292.54;286.10;278.29;352.33;326.35;297.67;417.06;366.30;315.96;486.81;405.99;333.10;562.40;445.38;349.34
183;JANAÚBA;174;FRUTAL;788.36;770.61;744.59;920.38;850.99;755.24;1064.29;932.54;765.66;1221.74;1014.64;775.34;1394.68;1098.84;784.08
183;JANAÚBA;175;GOVERNADOR VALADARES;800.70;782.28;758.52;959.23;885.94;797.98;1131.49;990.07;834.28;1318.14;1094.44;867.17;1521.15;1199.17;896.12
183;JANAÚBA;176;GRÃO MOGOL;84.77;82.88;80.60;100.76;93.22;84.85;118.14;103.71;88.94;137.08;114.03;92.68;157.74;124.54;96.07
183;JANAÚBA;177;GUANHÃES;129.27;126.30;122.65;154.36;142.56;128.96;181.62;158.97;134.78;211.42;175.42;140.01;243.92;192.13;144.64
183;JANAÚBA;178;IPATINGA;1325.49;1295.94;1264.40;1614.90;1494.28;1378.92;1926.95;1690.48;1487.41;2260.20;1884.05;1588.56;2616.78;2071.39;1684.00
183;JANAÚBA;179;ITABIRA;825.16;807.07;785.50;999.54;925.98;846.45;1188.29;1044.33;903.39;1391.49;1162.08;955.97;1611.13;1278.39;1004.94
183;JANAÚBA;180;ITAGUARA;125.35;122.75;119.66;150.35;139.80;128.46;177.37;156.73;136.73;206.44;173.55;144.49;237.84;190.14;151.78
183;JANAÚBA;181;ITAJUBÁ;242.91;237.45;230.26;290.86;268.99;242.68;342.81;300.53;254.45;399.09;331.89;265.46;460.23;363.35;275.74
183;JANAÚBA;182;ITUIUTABA;603.73;589.77;569.52;710.47;655.64;580.90;826.76;722.45;591.41;953.79;789.86;601.01;1093.20;858.89;609.52
183;JANAÚBA;183;JANAÚBA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
183;JANAÚBA;184;JANUÁRIA;487.62;477.82;464.36;570.81;531.83;481.89;661.35;586.43;498.00;760.04;641.19;512.62;868.00;697.01;525.21
183;JANAÚBA;185;JUIZ DE FORA;1736.59;1713.35;1687.97;1930.53;1840.67;1746.33;2134.89;1965.89;1802.17;2349.18;2088.31;1854.17;2575.37;2204.93;1902.49
183;JANAÚBA;186;LAVRAS;265.36;259.44;251.71;316.07;292.46;264.17;371.06;325.45;275.93;430.53;358.37;286.91;495.16;391.24;297.19
183;JANAÚBA;187;MANHUAÇU;494.29;484.05;470.67;570.71;530.57;482.16;653.26;576.98;493.79;742.18;622.69;504.86;837.95;667.71;514.93
183;JANAÚBA;188;MANTENA;59.72;58.42;56.92;70.59;65.54;59.89;82.40;72.68;62.61;95.24;79.87;65.04;109.21;87.12;67.14
183;JANAÚBA;189;MONTES CLAROS;3665.53;3636.22;3600.89;3896.53;3787.81;3651.84;4135.15;3936.25;3700.44;4383.98;4081.74;3745.15;4646.90;4223.27;3778.86
183;JANAÚBA;190;MURIAÉ;365.30;357.14;346.57;431.74;399.36;360.59;503.78;441.62;373.80;581.69;483.78;385.97;666.25;525.98;396.98
183;JANAÚBA;191;NANUQUE;320.18;312.23;303.40;383.29;351.87;319.04;451.90;391.87;333.22;526.47;432.09;345.85;607.86;472.81;356.33
183;JANAÚBA;192;OLIVEIRA;206.27;201.64;195.66;244.01;225.67;203.80;285.00;249.78;211.45;329.48;273.87;218.59;377.95;298.15;225.17
183;JANAÚBA;193;OURO PRETO;336.46;329.17;320.64;408.46;378.68;347.09;486.31;427.98;371.85;570.23;476.95;394.75;660.88;525.37;416.12
183;JANAÚBA;194;PARÁ DE MINAS;494.89;482.76;467.19;590.66;542.76;485.71;694.77;603.17;503.13;808.05;663.58;519.19;931.74;724.84;533.85
183;JANAÚBA;195;PARACATU;705.46;690.34;671.53;821.82;762.22;692.75;948.31;834.78;712.94;1086.30;907.42;731.61;1237.17;981.33;748.59
183;JANAÚBA;196;PASSOS;540.91;528.74;511.67;640.50;592.20;529.71;748.68;655.85;546.87;866.28;719.54;562.98;994.59;783.94;578.00
183;JANAÚBA;197;PATOS DE MINAS;718.73;703.22;681.56;842.90;781.63;702.12;977.92;860.67;721.43;1124.99;939.94;739.39;1285.83;1020.41;755.65
183;JANAÚBA;198;PATROCÍNIO;587.63;575.03;557.71;682.89;633.28;570.15;786.33;692.11;582.48;899.28;750.73;594.22;1022.61;810.37;605.10
183;JANAÚBA;199;PEÇANHA;77.00;75.36;73.18;90.73;84.23;76.17;105.70;93.16;78.93;122.02;102.17;81.41;139.86;111.33;83.54
183;JANAÚBA;200;PEDRA AZUL;91.41;89.50;87.01;108.92;101.20;91.98;127.94;112.95;96.50;148.61;124.77;100.59;171.16;136.75;104.08
183;JANAÚBA;201;PIRAPORA;401.73;393.26;383.66;475.97;442.08;406.63;556.25;490.90;428.25;643.27;539.45;448.35;737.76;588.15;467.02
183;JANAÚBA;202;PIŒÍ;174.67;170.99;165.90;202.64;188.21;169.70;233.08;205.53;173.34;266.33;222.89;176.79;302.65;240.58;179.94
183;JANAÚBA;203;POÇOS DE CALDAS;618.37;603.89;585.33;737.71;680.19;612.37;867.23;756.65;638.03;1007.93;832.97;662.08;1161.25;909.87;684.70
183;JANAÚBA;204;PONTE NOVA;563.13;549.94;532.02;669.49;617.37;551.75;784.96;684.99;570.21;910.08;752.62;587.16;1046.26;820.57;602.42
183;JANAÚBA;205;POUSO ALEGRE;701.99;685.21;662.93;839.59;773.02;691.47;988.97;861.02;718.63;1151.24;948.78;743.92;1328.02;1037.27;767.62
183;JANAÚBA;206;SALINAS;385.43;377.43;366.68;454.50;422.60;383.19;529.42;467.96;398.61;610.72;513.18;412.76;699.11;558.64;425.28
183;JANAÚBA;207;SANTA RITA DO SAPUCAÍ;217.34;212.65;206.05;255.45;236.84;212.84;296.69;261.04;219.40;341.49;285.13;225.65;390.20;309.38;231.51
183;JANAÚBA;208;SÃO JOÃO DEL REI;307.35;300.24;291.15;367.53;339.20;305.81;432.76;378.24;319.60;503.40;417.10;332.39;580.12;456.03;344.25
183;JANAÚBA;209;SÃO LOURENÇO;286.35;279.58;271.05;341.34;314.43;283.13;400.98;349.46;294.59;465.86;384.31;305.23;536.61;419.59;315.11
183;JANAÚBA;210;SÃO SEBASTIÃO DO PARAÍSO;488.04;477.26;462.16;573.20;530.55;475.39;665.71;584.16;488.20;766.43;637.78;500.23;876.52;692.15;511.46
183;JANAÚBA;211;SETE LAGOAS;966.33;944.03;915.93;1159.02;1070.00;966.68;1368.04;1196.01;1013.97;1594.38;1322.11;1057.66;1840.79;1448.49;1097.85
183;JANAÚBA;212;TEÓFILO OTONI;401.21;392.47;381.86;481.85;446.77;407.30;569.30;501.04;430.82;663.76;555.26;452.30;766.29;609.40;471.63
183;JANAÚBA;213;TRÊS MARIAS;208.60;203.95;198.30;247.93;229.45;208.35;290.73;255.12;217.61;337.25;280.83;226.07;388.13;306.93;233.73
183;JANAÚBA;214;UBÁ;765.31;748.14;723.45;915.79;847.09;757.54;1078.45;945.86;789.92;1253.64;1043.75;820.03;1442.93;1140.65;847.96
183;JANAÚBA;215;UBERABA;1247.49;1218.96;1180.06;1475.70;1362.89;1220.25;1723.88;1507.90;1258.48;1994.18;1653.04;1294.21;2289.57;1800.32;1327.36
183;JANAÚBA;216;UBERLÂNDIA;3419.08;3358.42;3276.39;3908.75;3671.45;3367.16;4436.76;3985.58;3452.51;5008.24;4299.74;3531.55;5630.30;4617.08;3603.75
183;JANAÚBA;217;UNAÍ;524.02;513.77;499.60;596.89;556.71;505.04;676.18;600.28;510.92;762.88;643.64;516.72;857.76;687.98;521.91
183;JANAÚBA;218;VARGINHA;756.17;738.90;715.58;888.54;820.32;735.74;1032.14;902.14;755.43;1188.20;983.59;774.08;1358.39;1065.87;791.54
183;JANAÚBA;219;VIÇOSA;282.24;276.01;268.14;336.54;311.52;282.61;395.33;347.01;296.17;458.88;382.33;308.76;527.76;417.53;320.37
184;JANUÁRIA;154;AIMORÉS;133.05;129.63;125.70;155.58;142.44;128.19;179.69;155.04;130.68;205.42;167.42;133.01;233.08;179.65;134.80
184;JANUÁRIA;155;ALFENAS;223.18;217.59;210.53;258.56;237.11;211.90;296.46;256.49;213.67;337.21;275.34;215.64;381.11;294.28;217.57
184;JANUÁRIA;156;ALMENARA;95.65;93.16;90.73;113.34;103.69;94.90;132.26;114.07;98.75;152.45;124.14;102.28;174.00;134.11;105.47
184;JANUÁRIA;157;ANDRELÂNDIA;50.77;49.40;47.74;59.99;54.72;48.66;69.86;60.04;49.63;80.47;65.19;50.50;91.85;70.34;51.31
184;JANUÁRIA;158;ARAÇUAÍ;59.91;58.42;56.76;70.42;64.65;58.67;81.59;70.79;60.45;93.64;76.77;62.11;106.53;82.73;63.59
184;JANUÁRIA;159;ARAXÁ;427.13;416.66;404.43;492.79;452.53;408.89;563.11;488.20;414.27;638.97;522.76;419.94;720.75;557.46;425.59
184;JANUÁRIA;160;BARBACENA;226.67;220.40;212.88;269.09;244.92;217.90;314.53;269.26;222.93;363.23;293.06;227.73;415.60;316.75;232.15
184;JANUÁRIA;161;BELO HORIZONTE;9328.99;9126.94;8906.48;10881.84;10089.08;9275.89;12550.07;11043.15;9623.27;14340.07;11984.63;9946.30;16268.40;12917.92;10237.95
184;JANUÁRIA;162;BOCAIÚVA;79.00;77.04;74.80;93.74;86.18;78.10;109.48;95.13;81.22;126.34;103.98;84.10;144.51;112.70;86.70
184;JANUÁRIA;163;BOM DESPACHO;299.37;291.38;280.91;353.24;322.40;284.83;410.93;353.20;288.70;473.02;383.62;292.44;540.10;414.15;295.74
184;JANUÁRIA;164;CAMPO BELO;110.23;107.45;103.85;128.86;117.95;105.31;148.77;128.40;106.82;170.18;138.64;108.36;193.25;148.88;109.77
184;JANUÁRIA;165;CAPELINHA;94.55;92.20;89.55;111.47;102.25;92.74;129.52;112.20;95.80;148.85;121.90;98.75;169.62;131.51;101.36
184;JANUÁRIA;166;CARATINGA;159.86;155.81;150.95;186.90;171.28;153.80;215.81;186.59;156.62;246.75;201.52;159.36;280.02;216.39;161.65
184;JANUÁRIA;167;CATAGUASES;213.04;206.48;200.13;255.47;230.18;207.40;300.76;253.87;214.81;349.56;276.59;221.87;401.85;299.41;228.45
184;JANUÁRIA;168;CONCEIÇÃO DO MATO DENTRO;41.80;40.70;39.64;50.13;45.81;41.87;58.96;50.77;43.98;68.41;55.63;45.94;78.56;60.39;47.76
184;JANUÁRIA;169;CONSELHEIRO LAFAIETE;182.37;177.70;173.05;220.17;201.69;184.91;260.48;225.15;196.08;303.42;248.01;206.57;349.25;270.32;216.41
184;JANUÁRIA;170;CURVELO;122.32;118.93;115.57;145.35;132.26;119.97;169.95;145.39;124.16;196.31;158.30;128.05;224.67;171.12;131.62
184;JANUÁRIA;171;DIAMANTINA;45.67;44.48;43.24;54.16;49.53;45.04;63.23;54.49;46.72;72.89;59.31;48.26;83.29;64.15;49.63
184;JANUÁRIA;172;DIVINÓPOLIS;561.84;546.02;529.01;672.86;611.43;550.27;791.60;676.18;571.02;919.11;739.37;590.66;1056.36;802.36;609.08
184;JANUÁRIA;173;FORMIGA;146.09;142.36;138.16;174.40;159.63;144.60;204.61;176.60;150.89;236.97;193.17;156.91;271.67;209.49;162.62
184;JANUÁRIA;174;FRUTAL;492.56;480.23;463.22;570.79;523.53;462.31;654.75;566.89;462.37;745.44;609.52;462.83;843.60;652.71;463.43
184;JANUÁRIA;175;GOVERNADOR VALADARES;392.92;382.29;370.10;468.25;426.96;382.96;548.84;471.19;395.08;635.08;514.64;406.28;727.77;557.79;415.96
184;JANUÁRIA;176;GRÃO MOGOL;32.29;31.44;30.59;38.36;34.95;31.88;44.79;38.48;33.16;51.83;41.87;34.37;59.33;45.31;35.49
184;JANUÁRIA;177;GUANHÃES;67.01;65.17;63.21;79.62;72.54;65.46;93.10;79.85;67.57;107.61;86.95;69.51;123.27;94.16;71.21
184;JANUÁRIA;178;IPATINGA;570.52;555.24;540.60;692.88;632.28;579.82;823.46;707.83;617.66;962.39;781.03;653.46;1110.35;852.05;687.29
184;JANUÁRIA;179;ITABIRA;383.56;373.55;362.77;461.95;422.41;383.62;545.75;470.45;403.41;635.21;517.38;422.00;731.03;563.52;439.28
184;JANUÁRIA;180;ITAGUARA;60.02;58.52;56.90;71.40;65.56;59.75;83.59;72.48;62.49;96.59;79.20;65.12;110.50;85.79;67.62
184;JANUÁRIA;181;ITAJUBÁ;130.12;126.61;122.61;154.81;141.32;126.84;181.21;155.81;131.00;209.51;169.89;135.00;239.87;183.87;138.80
184;JANUÁRIA;182;ITUIUTABA;375.46;365.76;352.45;438.65;401.48;353.34;506.43;437.18;354.51;579.49;472.50;355.86;658.63;508.20;357.06
184;JANUÁRIA;183;JANAÚBA;402.89;393.47;381.32;466.17;429.64;386.30;533.95;465.65;391.49;606.95;500.87;396.56;685.67;536.19;400.63
184;JANUÁRIA;184;JANUÁRIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
184;JANUÁRIA;185;JUIZ DE FORA;891.78;877.22;863.50;984.30;930.34;880.21;1080.15;982.41;897.39;1180.19;1032.50;914.06;1285.27;1080.78;929.51
184;JANUÁRIA;186;LAVRAS;141.07;137.45;133.07;166.51;152.43;136.77;193.73;167.19;140.49;222.85;181.62;144.04;254.16;195.93;147.40
184;JANUÁRIA;187;MANHUAÇU;260.00;254.02;246.79;296.75;273.81;248.20;336.00;293.39;250.28;377.99;312.14;252.58;422.85;330.65;254.62
184;JANUÁRIA;188;MANTENA;29.82;29.05;28.30;35.05;32.11;29.30;40.58;35.07;30.26;46.52;38.02;31.11;52.89;40.89;31.86
184;JANUÁRIA;189;MONTES CLAROS;1813.13;1795.23;1776.91;1915.70;1852.80;1783.97;2019.63;1909.63;1792.55;2127.27;1965.12;1801.42;2240.55;2019.93;1805.44
184;JANUÁRIA;190;MURIAÉ;192.44;187.46;181.67;225.57;206.40;185.57;260.97;225.07;189.50;298.79;243.34;193.21;339.41;261.37;196.64
184;JANUÁRIA;191;NANUQUE;154.94;150.37;145.95;184.64;167.09;151.08;216.30;183.58;155.83;250.20;199.80;160.09;286.62;215.93;163.47
184;JANUÁRIA;192;OLIVEIRA;113.90;110.94;107.47;133.76;122.29;109.83;154.96;133.51;112.22;177.76;144.45;114.53;202.27;155.40;116.71
184;JANUÁRIA;193;OURO PRETO;158.68;154.55;150.23;191.65;175.33;159.76;226.90;195.77;168.81;264.55;215.70;177.26;304.87;235.29;185.18
184;JANUÁRIA;194;PARÁ DE MINAS;274.80;267.02;257.80;326.45;296.46;263.47;381.81;325.77;269.14;441.39;354.53;274.58;505.73;383.37;279.60
184;JANUÁRIA;195;PARACATU;460.06;448.93;436.04;530.09;487.12;440.83;605.04;525.13;446.09;685.78;562.21;451.45;772.91;599.41;456.37
184;JANUÁRIA;196;PASSOS;308.49;300.60;290.25;362.04;331.68;294.60;419.49;362.40;299.10;481.18;392.59;303.65;547.82;422.81;307.99
184;JANUÁRIA;197;PATOS DE MINAS;437.22;426.59;412.69;507.95;466.92;417.06;583.77;507.02;421.73;665.40;546.39;426.46;753.56;585.93;430.78
184;JANUÁRIA;198;PATROCÍNIO;364.99;356.19;345.06;420.38;386.51;346.68;479.75;416.72;349.15;543.84;446.17;351.91;613.07;475.83;354.61
184;JANUÁRIA;199;PEÇANHA;39.39;38.40;37.26;46.14;42.28;38.17;53.35;46.12;39.02;61.10;49.86;39.83;69.42;53.64;40.49
184;JANUÁRIA;200;PEDRA AZUL;40.33;39.27;38.15;47.80;43.78;39.73;55.82;48.18;41.22;64.38;52.50;42.53;73.58;56.86;43.69
184;JANUÁRIA;201;PIRAPORA;229.08;223.32;217.45;269.18;246.83;225.75;312.02;270.09;233.89;358.00;292.73;241.64;407.38;315.22;248.89
184;JANUÁRIA;202;PIŒÍ;103.98;101.49;98.37;119.62;109.98;98.87;136.29;118.43;99.58;154.30;126.66;100.36;173.69;134.88;101.09
184;JANUÁRIA;203;POÇOS DE CALDAS;342.75;333.43;322.53;406.07;369.96;331.04;473.73;406.03;339.55;546.39;441.29;347.86;624.62;476.45;355.82
184;JANUÁRIA;204;PONTE NOVA;295.57;287.66;277.71;348.88;318.41;282.74;405.93;348.84;287.72;467.06;378.74;292.52;532.85;408.52;296.73
184;JANUÁRIA;205;POUSO ALEGRE;393.07;382.25;369.04;467.39;425.36;378.26;546.87;468.06;387.50;632.28;509.78;396.52;724.24;551.44;405.05
184;JANUÁRIA;206;SALINAS;144.14;140.57;136.54;169.21;155.38;140.80;196.02;169.97;144.97;224.72;184.26;148.83;255.62;198.45;152.26
184;JANUÁRIA;207;SANTA RITA DO SAPUCAÍ;122.00;118.99;115.11;142.13;130.43;116.67;163.64;141.73;118.41;186.69;152.74;120.22;211.49;163.70;121.96
184;JANUÁRIA;208;SÃO JOÃO DEL REI;163.74;159.26;154.17;194.67;177.33;158.99;227.68;195.14;163.70;263.09;212.59;168.23;301.12;229.87;172.45
184;JANUÁRIA;209;SÃO LOURENÇO;161.44;156.97;151.99;191.34;174.02;156.06;223.28;190.91;160.24;257.61;207.29;164.22;294.55;223.72;168.00
184;JANUÁRIA;210;SÃO SEBASTIÃO DO PARAÍSO;284.61;277.40;268.22;331.54;303.90;270.94;381.75;330.13;274.06;435.81;355.77;277.27;494.06;381.52;280.39
184;JANUÁRIA;211;SETE LAGOAS;492.06;478.77;463.28;586.62;535.03;479.38;687.79;590.58;494.81;796.17;645.24;509.38;912.98;699.59;522.82
184;JANUÁRIA;212;TEÓFILO OTONI;178.66;173.96;169.06;213.23;195.00;177.18;250.20;215.66;184.82;289.65;235.89;191.88;331.93;255.84;198.15
184;JANUÁRIA;213;TRÊS MARIAS;119.10;115.98;112.55;140.49;128.40;115.96;163.39;140.69;119.22;187.92;152.78;122.29;214.39;164.80;125.04
184;JANUÁRIA;214;UBÁ;388.92;378.45;365.39;463.55;422.93;376.27;543.25;466.90;387.13;628.48;509.78;397.51;719.81;552.10;407.19
184;JANUÁRIA;215;UBERABA;740.14;721.00;696.55;868.63;794.59;706.75;1006.39;867.92;717.55;1154.79;939.85;728.31;1315.15;1012.16;738.50
184;JANUÁRIA;216;UBERLÂNDIA;2032.20;1990.02;1937.34;2309.43;2149.43;1957.98;2604.04;2307.92;1979.64;2919.43;2463.75;2001.26;3259.10;2620.22;2021.15
184;JANUÁRIA;217;UNAÍ;379.03;370.83;360.24;426.94;395.50;357.83;478.38;420.23;356.67;534.01;444.09;356.17;594.17;468.20;355.77
184;JANUÁRIA;218;VARGINHA;428.91;417.72;404.03;499.83;456.87;408.19;575.67;495.62;413.05;657.14;533.35;418.16;744.86;571.08;423.14
184;JANUÁRIA;219;VIÇOSA;143.23;139.51;135.32;169.35;154.92;139.84;197.22;170.06;144.24;227.06;184.84;148.42;259.00;199.42;152.26
185;JUIZ DE FORA;154;AIMORÉS;638.10;625.47;612.14;750.61;699.73;649.35;873.77;775.57;683.89;1007.05;855.17;713.96;1151.72;933.08;740.12
185;JUIZ DE FORA;155;ALFENAS;1645.92;1610.57;1577.99;1899.38;1760.55;1640.19;2176.57;1914.20;1702.28;2475.00;2077.70;1756.02;2799.76;2236.69;1803.20
185;JUIZ DE FORA;156;ALMENARA;341.90;335.90;329.86;402.89;378.33;354.86;469.66;421.60;378.37;542.01;467.56;399.01;620.42;512.39;417.26
185;JUIZ DE FORA;157;ANDRELÂNDIA;531.21;520.54;508.47;625.37;582.34;536.86;728.95;645.65;563.23;841.28;711.90;586.22;964.84;777.83;606.53
185;JUIZ DE FORA;158;ARAÇUAÍ;217.14;213.19;209.41;253.06;237.16;222.83;292.27;261.51;235.76;334.49;287.53;246.92;380.28;312.81;256.76
185;JUIZ DE FORA;159;ARAXÁ;2777.20;2737.48;2688.46;3123.78;2962.73;2781.23;3505.23;3193.26;2882.69;3916.89;3445.74;2970.91;4363.72;3684.12;3048.97
185;JUIZ DE FORA;160;BARBACENA;3198.27;3136.17;3068.31;3694.18;3444.72;3197.98;4237.51;3760.20;3322.70;4820.84;4092.97;3430.45;5458.17;4416.55;3525.04
185;JUIZ DE FORA;161;BELO HORIZONTE;147431.78;145692.52;143816.29;162010.11;154983.68;147983.20;178045.06;164487.43;152749.34;194842.49;175370.70;156848.36;212968.14;185026.17;160440.52
185;JUIZ DE FORA;162;BOCAIÚVA;622.77;617.25;606.99;679.38;656.33;618.76;742.14;696.39;634.79;809.32;743.36;648.64;882.02;785.35;660.69
185;JUIZ DE FORA;163;BOM DESPACHO;1603.72;1570.91;1536.23;1859.75;1729.01;1601.17;2142.24;1892.13;1664.38;2449.42;2065.57;1718.42;2786.92;2237.56;1765.06
185;JUIZ DE FORA;164;CAMPO BELO;831.20;810.48;793.93;962.66;882.48;821.59;1106.55;956.76;849.71;1261.67;1035.96;874.11;1431.09;1113.57;895.64
185;JUIZ DE FORA;165;CAPELINHA;447.21;439.94;432.13;512.54;483.14;454.25;583.77;526.85;476.43;659.92;573.91;495.78;741.93;618.31;512.94
185;JUIZ DE FORA;166;CARATINGA;1057.08;1037.62;1016.67;1223.17;1144.72;1067.51;1404.47;1253.68;1115.89;1599.11;1369.14;1157.70;1810.04;1480.47;1194.10
185;JUIZ DE FORA;167;CATAGUASES;3567.89;3473.58;3405.89;4107.15;3740.77;3511.53;4691.72;4016.32;3614.42;5315.12;4307.76;3701.51;5992.70;4591.12;3776.26
185;JUIZ DE FORA;168;CONCEIÇÃO DO MATO DENTRO;338.25;333.86;328.40;383.62;365.39;344.91;433.42;397.41;361.63;486.62;432.03;376.40;544.23;464.59;389.58
185;JUIZ DE FORA;169;CONSELHEIRO LAFAIETE;6229.48;6180.23;6093.07;6756.66;6549.12;6227.30;7340.74;6926.57;6392.95;7944.41;7362.26;6536.14;8594.98;7738.38;6662.82
185;JUIZ DE FORA;170;CURVELO;661.52;643.60;632.36;771.06;702.24;660.44;890.91;763.11;688.33;1020.30;828.71;712.54;1161.48;893.19;733.83
185;JUIZ DE FORA;171;DIAMANTINA;258.40;252.31;248.02;297.79;274.29;258.56;340.82;296.90;269.18;386.88;321.43;278.29;436.83;345.08;286.14
185;JUIZ DE FORA;172;DIVINÓPOLIS;8256.22;8107.80;7958.70;9119.11;8543.94;8026.22;10069.70;9000.50;8141.27;11075.60;9523.60;8236.05;12163.35;9997.24;8315.38
185;JUIZ DE FORA;173;FORMIGA;1543.62;1514.49;1488.16;1747.45;1632.52;1539.91;1969.48;1752.68;1595.02;2204.10;1882.33;1642.97;2456.00;2002.65;1685.67
185;JUIZ DE FORA;174;FRUTAL;1746.28;1710.03;1670.36;2051.82;1906.54;1755.73;2390.22;2110.14;1838.61;2762.89;2325.79;1909.95;3173.43;2542.98;1972.12
185;JUIZ DE FORA;175;GOVERNADOR VALADARES;2551.72;2508.23;2461.84;2940.87;2764.22;2593.35;3365.02;3023.93;2720.09;3818.56;3302.67;2829.04;4307.69;3567.55;2923.86
185;JUIZ DE FORA;176;GRÃO MOGOL;83.40;81.78;80.30;98.33;91.73;86.14;114.59;101.82;91.71;132.20;112.51;96.63;151.31;122.96;100.97
185;JUIZ DE FORA;177;GUANHÃES;356.17;348.90;342.36;416.31;387.11;363.19;482.01;426.19;382.60;552.87;467.56;399.24;630.20;508.30;413.53
185;JUIZ DE FORA;178;IPATINGA;14229.03;14120.73;13923.83;15305.46;14848.99;14139.48;16497.82;15592.52;14452.24;17724.33;16477.26;14722.09;19016.85;17198.86;14961.72
185;JUIZ DE FORA;179;ITABIRA;6038.57;5963.00;5876.97;6775.87;6464.42;6148.97;7574.60;6967.33;6427.08;8406.84;7518.40;6665.91;9293.47;8015.31;6875.36
185;JUIZ DE FORA;180;ITAGUARA;2260.84;2247.30;2227.78;2515.37;2452.18;2370.36;2789.57;2655.09;2512.04;3071.07;2879.02;2633.48;3368.86;3077.15;2739.76
185;JUIZ DE FORA;181;ITAJUBÁ;3334.84;3299.48;3252.43;3649.30;3505.55;3330.63;3995.51;3716.33;3421.45;4356.52;3955.56;3499.26;4742.57;4165.55;3567.15
185;JUIZ DE FORA;182;ITUIUTABA;1282.59;1256.17;1228.16;1502.21;1396.45;1290.02;1746.20;1542.38;1349.97;2014.07;1697.34;1401.12;2309.04;1852.84;1445.33
185;JUIZ DE FORA;183;JANAÚBA;630.54;617.93;605.95;734.37;684.14;639.20;848.00;751.73;671.53;971.27;823.98;699.54;1105.34;894.54;724.01
185;JUIZ DE FORA;184;JANUÁRIA;448.97;440.77;432.51;527.55;494.18;462.33;613.78;548.82;490.69;707.71;607.07;515.26;810.50;664.74;536.80
185;JUIZ DE FORA;185;JUIZ DE FORA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
185;JUIZ DE FORA;186;LAVRAS;2024.45;1995.18;1961.94;2277.89;2159.35;2036.46;2554.96;2326.23;2113.72;2847.78;2508.00;2180.58;3164.10;2676.45;2239.41
185;JUIZ DE FORA;187;MANHUAÇU;1751.06;1719.87;1683.98;2017.37;1891.82;1760.22;2306.13;2064.84;1834.94;2612.92;2245.85;1900.50;2941.80;2416.32;1958.73
185;JUIZ DE FORA;188;MANTENA;172.47;167.57;164.64;201.31;182.58;171.78;232.73;198.15;178.80;266.39;215.00;184.91;302.67;231.32;190.18
185;JUIZ DE FORA;189;MONTES CLAROS;9187.47;9154.98;9142.58;9250.70;9122.48;9061.88;9361.66;9120.07;9077.65;9490.44;9218.15;9086.53;9640.27;9249.21;9089.73
185;JUIZ DE FORA;190;MURIAÉ;2069.54;2020.03;1978.72;2403.13;2210.38;2058.51;2767.09;2405.40;2136.53;3155.96;2612.23;2204.52;3579.24;2812.80;2264.35
185;JUIZ DE FORA;191;NANUQUE;593.78;581.05;569.50;705.63;654.40;610.08;828.67;729.55;647.42;962.97;808.76;679.84;1110.35;887.71;708.02
185;JUIZ DE FORA;192;OLIVEIRA;1420.00;1399.50;1374.44;1590.70;1507.92;1416.82;1778.43;1619.09;1462.03;1978.45;1740.87;1500.76;2195.88;1854.98;1534.38
185;JUIZ DE FORA;193;OURO PRETO;4264.74;4218.96;4160.80;4729.80;4541.03;4322.14;5236.47;4865.85;4494.31;5761.44;5227.88;4642.94;6323.05;5549.57;4774.05
185;JUIZ DE FORA;194;PARÁ DE MINAS;2283.23;2244.91;2204.09;2576.51;2424.17;2271.99;2901.26;2609.61;2344.72;3252.28;2812.71;2407.64;3637.12;3007.21;2462.88
185;JUIZ DE FORA;195;PARACATU;1915.70;1886.82;1851.80;2173.74;2056.95;1925.93;2457.60;2231.12;2004.31;2765.17;2422.03;2071.64;3100.81;2605.25;2130.45
